Trial Id,Protocol #,fmt_Protocol#,Legacy Protocol ID,Product Name,Full Title,Short Title,Protocol Phase ,Protocol Status,Indication,Therapeutic Area,Operational TA,Registry,Pediatric / Non-Pediatric,Study Type,Study Design: Primary Purpose (Interventional),Study Design: Time Perspective (Observational),Study Design: Study Model (Observational),Planned Enrollment,Actual Enrollment,Actual Screened,Actual Rescreened,Actual Screen Failure,Actual Randomized / Dosed,Actual Early Terminated,% Enrollment Completed,Planned Sites,Active Sites,Legacy Company,CRO,COM/CPOM,Primary Contact,Medical Monitor,COPL/POOL,Study Site Engagement,EudraCT#,Expanded Access Availability / Status,Human Subjects Protection Review Board Status,Study Imposed by EMA Flag,Device/Product Not Approved or Cleared by US FDA,Wave,Prioritization,Tier Category,Source CTMS,Planned Primary Study Completion Date,Actual Primary Study Completion Date,Synopsis Planned Date,Synopsis Actual Date,Protocol Planned Date,Protocol Actual Date,First Site Activated Planned Date,First Site Activated Actual Date,FSS Planned Date,FSS Actual Date,FSI Planned Date,FSI Actual Date,FSFV Planned Date,FSFV Actual Date,LSI Planned Date,LSI Actual Date,LSI Avg Tx  Planned Date,LSI Avg Tx Actual Date,LSO Planned Date,LSO Actual Date,LSO 2 Planned Date,LSO 2 Actual Date,LSO 3 Planned Date,LSO 3 Actual Date,LSO 4 Planned Date,LSO 4 Actual Date,LSO Final Planned Date,LSO Final Actual Date,LSLV Planned Date,LSLV Actual Date,DBL Planned Date,DBL Actual Date,DBL 2  Planned Date,DBL 2 Actual Date,DBL 3 Planned Date,DBL 3  Actual Date,DBL 4 Planned Date,DBL 4 Actual Date,DBL Final Planned Date,DBL Final Actual Date,KA/Flash Planned Date,KA/Flash Actual Date,KA 2 10601 Planned Date,KA 2 Actual Date,KA 3 Planned Date,KA 3 Actual Date,KA 4  Planned Date,KA 4 Actual Date,KA Final  Planned Date,KA Final Actual Date,Topline Planned Date,Topline Actual Date,TFL Planned Date,TFL Actual Date,TLF Planned Date,TLF Actual Date,TLF 2 Planned Date,TLF 2 Actual Date,TLF 3 Planned Date,TLF 3 Actual Date,TLF 4 Planned Date,TLF 4 Actual Date,TLF Final Planned Date,TLF Final Actual Date,CSR Planned Date,CSR Actual Date,CSR 2  Planned Date,CSR 2  Actual Date,CSR 3  Planned Date,CSR 3 Actual Date,CSR 4 Planned Date,CSR 4 Actual Date,CSR Final Planned Date,CSR Final Actual Date,OA 1 Planned Date,OA 1 Actual Date,OA 2 Planned Date,OA 2 Actual Date,OA 3 Planned Date,OA 3 Actual Date,Trial Summary Planned Date,Trial Summary Actual Date,Oversight Needs Assessment Planned Date,Oversight Needs Assessment Actual Date,CDO Quality Risk Assessment Planned Date,CDO Quality Risk Assessment Actual Date,Primary Planned Date,Primary Actual Date
SPD503-304,SPD503-304,'SPD503-304,,,"A phase III, randomized, double-blind, multi-center, parallel-group, placebo-controlled safety and efficacy study of SPD503 in children and adolescents aged 6 17 with Attention Deficit Hyperactivity Disorder (ADHD)",SPD503-304 Eff/Safety,III,Completed,ADHD,,,Non-Registry,,Interventional,Placebo-Controlled,,,300,0,0,0,0,0,0,0.00%,51,,,,Jessica Kardish,,,,,,,,N,No,,,,COSMOS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPD503-305,SPD503-305,'SPD503-305,,,"A Phase III, Open-Label Study of SPD503 in Children and Adolescents Aged 6-17 with Attention Deficit Hyperactivity Disorder (ADHD)",SPD503-305 OL Extn205/304,III,Completed,ADHD,,,Non-Registry,,Interventional,Open Label,,,257,263,263,0,0,0,198,102.33%,48,4,,PPD,,,,,,,,,N,No,,,,COSMOS Inactive,,,,,5/14/2004,5/14/2004,,,,,6/10/2004,6/10/2004,,,,,,,,,,,,,,,,,1/27/2007,1/27/2007,1/27/2007,3/26/2007,,,,,,,,,,,,,,,,,,,,,7/19/2007,7/19/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPD503-306,SPD503-306,'SPD503-306,,,SPD503-306,SPD503-306,III,Study Withdrawn,ADHD,,,Non-Registry,,Interventional,,,,300,,,,,0,,,55,,,,,,,,,,,,N,No,,,,COSMOS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPD503-307,SPD503-307,'SPD503-307,,,"A Double-Blind, Randomized, Multi-Center, Flexible Dose Study Evaluating the Efficacy and Safety of SPD503 in Children Aged 6-12 with Symptoms of Oppositionality and a Diagnosis of Attention-Deficit/Hyperactivity Disorder",SPD503-307 ADHD w/opp,IIIb,Completed,ADHD,,,Non-Registry,,Interventional,Double-Blind,,,210,0,0,0,0,0,0,0.00%,35,,,Parexel,Kara Grannis,,,Dan Sea,,,,,N,No,,,,COSMOS Inactive,,,5/17/2006,5/17/2006,10/13/2006,10/13/2006,,,,,12/12/2006,12/12/2006,,,10/9/2007,10/9/2007,,,,,,,,,,,,,12/4/2007,12/4/2007,12/4/2007,3/17/2008,,,,,,,,,,,,,,,,,,,3/25/2008,3/19/2008,5/2/2008,4/30/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPD503-308,SPD503-308,'SPD503-308,,,SPD503-308,SPD503-308,IIIb,Study Withdrawn,ADHD,,,Non-Registry,,Interventional,,,,999,,,,,0,,,999,,,,,,,,,,,,N,No,,,,COSMOS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPD503-310,SPD503-310,'SPD503-310,,,SPD503-310,SPD503-310,IIIb,Study Withdrawn,ADHD,,,Non-Registry,,Interventional,,,,999,,,,,0,,,999,,,,,,,,,,,,N,No,,,,COSMOS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPD503-311,SPD503-311,'SPD503-311,,,SPD503-311,SPD503-311,IIIb,Study Withdrawn,ADHD,,,Non-Registry,,Interventional,,,,999,,,,,0,,,999,,,,,,,,,,,,N,No,,,,COSMOS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPD503-312,SPD503-312,'SPD503-312,,Intuniv (guanfacine hydrochloride),SPD503-312,503-312 Adlsc PAC,III,Completed,ADHD,Others,,Non-Registry,Pediatric only (<18 yr),Interventional,Potential PAC Study,,,310,52,52,0,52,52,52,16.77%,53,,,Chiltern,Gail Rynkowski,,,John Tobin,,2011-002221-21,,,N,No,,,,COSMOS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPD503-313,SPD503-313,'SPD503-313,,,"A Phase III, Double-Blind, Randomized, Placebo-Controlled, Multi-Center, Dose Optimization Study Evaluating the Efficacy and Safety of SPD503 in Combination with Psychostimulants in Pediatrics Aged 6-17 with a Diagnosis of Attention-Deficit/Hyperactivity Disorder",SPD503-313 Coadmin PAC,III,Completed,ADHD,,,Non-Registry,,Interventional,Potential PAC Study,,,441,439,535,0,148,0,74,99.55%,50,,,Chiltern,Kara Grannis,,,Dan Sea,"Carly Repass, Depew Susan, Jennell Marler, Joyce Gillespie, Judy Gillespie, Kristin O'Brien, Patrick Farley, Vickie Bland",,,,N,No,,,,COSMOS Inactive,,,9/28/2007,9/28/2007,1/22/2008,1/22/2008,,,,,10/1/2008,10/1/2008,,,9/15/2009,,,,,,,,,,,,,,11/23/2009,,11/23/2009,1/29/2010,,,,,,,,,,,,,,,,,,,2/5/2010,,3/5/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPD503-314,SPD503-314,'SPD503-314,,,SPD503-314,SPD503-314 DB Rand Once Daily Dosing Ped,IIIb,Completed,ADHD,,,Non-Registry,,Interventional,Double-Blind,,,333,340,440,0,100,36,97,102.10%,45,4,,PRA,Gail Rynkowski,,,Dan Sea,,,,,N,No,,,,COSMOS Inactive,,,7/10/2009,7/10/2009,8/27/2009,8/27/2009,,,,,12/1/2009,12/1/2009,,,6/30/2010,6/30/2010,,,,,,,,,,,,,9/9/2010,9/10/2010,9/9/2010,10/11/2010,,,,,,,,,,,,,,,,,,,10/14/2010,10/15/2010,11/16/2010,11/15/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPD503-315,SPD503-315,'SPD503-315,,Intuniv (guanfacine hydrochloride),"A Phase 3, Double-blind, Placebo-controlled, Multicentre, Randomised withdrawal, Long-term Maintenance of Efficacy and Safety Study of Extended-release Guanfacine Hydrochloride in Children and Adolescents Aged 6-17 With Attention deficit/Hyperactivity Disorder",503-315 Maintenance of Efficacy PAC,III,Completed,ADHD,Others,,Non-Registry,Pediatric only (<18 yr),Interventional,Double-Blind,,,510,525,637,0,115,0,380,102.94%,72,,,PRA,Holly Edgar,,,Dan Sea,"Birgit Luechtenborg, Cornelia Magin, Daniela Rodriguez Kobata, Kenyarda Anderson, Laura Cation, Lies Bosman, Penny Frequin, Pradnya Sinalkar, Rosario Lorente, Silvio Serani, Steffen Rauchfuss",2009-018161-12,,,N,No,,,,COSMOS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPD503-316,SPD503-316,'SPD503-316,,Intuniv (guanfacine hydrochloride),"A Phase 3, Randomised, Double-Blind, Multicentre, Parallel-Group, Placebo- and Active-Reference, Dose-Optimisation Efficacy and safety Study of Extended-release Guanfacine Hydrochloride in Children and Adolescents aged 6 to 17 with Attention-Deficit/Hyperactivuty Disorder",503-316 Ped Adlsc DB Rand,III,Completed,ADHD,Others,,Non-Registry,Pediatric only (<18 yr),Interventional,Comparator,,,252,341,405,0,66,0,66,135.32%,50,,,PRA,,"Kristy Fusco, Philip Canton, Robert Allnutt, Sarah Marshall",,,"Alicia Sanchezcaro, Anne-Julie Eve, Bernd Martin, Birgit Luechtenborg, Celio Azinheiro Marques, Eliane Tchingambu, Ion David, Irene Soneira, Lucia Zapico, Luella Reese, Olivia Mountcastle, Steffen Rauchfuss, Suzanne Kochanski, Ursula Kothe",2010-018579-12,,,N,No,,,,COSMOS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPD503-318,SPD503-318,'SPD503-318,,Intuniv (guanfacine hydrochloride),"A Phase 3, open-label, multicentre, protocol to provide access to guanfacine hydrochloride extended release in subjects with ADHD who participated in Study SPD503-315 or SPD503-316",SPD503-318 ADHD OL Ped & Adlsc LT Safety,III,Completed,ADHD,Others,,Non-Registry,Pediatric only (<18 yr),Interventional,PASS (Post Authorization Safety Study),,,250,215,215,0,0,85,82,86.00%,92,,,PRA,Robert Pavia,,,Dan Sea,"Adriana Canitano, Alban Cipriano, Alexandru Pahontu, Alicia Sanchezcaro, Ana Heredero, Andrea Kraft, Ann Monfils, Anna Kacprzyk, Barbara De Gregorio Morales, Beata Krzyzanowska, Bernd Martin, Bernhard Greve, Birgit Luechtenborg, Boguslawa Raciborska, Brigitte Dapoz, Calin Claudiu Caluser, Carl Whittaker, Carmen Alvarez, Christiane Roentgen, Daniela Phillips, Elisa Campostrini, Elizabeth Covell, Elke Goetz, Franklin Otu, Irene Soneira, Jemmy Servaes, Jennifer Gauld, Joo Sung Muller, Katja Scheinemann, Lenu Paulose, Lies Bosman, Marco Kuik, Marie Soderblom, Mariusz Kwiatkowski, Marlie Leerssen, Monica Zapardiel Pena, Nataliya Ivankova, Natalyia Shkuratova, Olena Sazanova, Olivia Gray, Olivia To, Rachel Radcliffe, Ravi Khatwa, Rosario Berruezo Ortuno, Ruud Van Engelen, Sandra Jaepel, Scott Durston, Silvio Serani, Sonia Gil Morales, Szymon Labus, Vanessa Fantuz",2011-004668-31,,,N,No,,,,COSMOS Inactive,,9/15/2015,7/5/2011,7/5/2011,9/28/2011,9/28/2011,,,3/20/2012,3/20/2012,4/2/2012,4/2/2012,,,9/4/2013,9/4/2013,,,9/15/2015,9/15/2015,,,,,,,,,,,,,,,,,,,,,11/9/2015,11/9/2015,,,,,,,,,,,,,,,,,,,,,,,4/12/2016,4/12/2016,,,,,,,,,,,,,,,4/12/2016,4/12/2016,,,,,,
SPD503-319,SPD503-319,'SPD503-319,,,"A Phase 3, Double-blind, Randomized, Multicenter, Placebo-controlled, Dose-optimizing Study Evaluating the Efficacy, Safety and Tolerability of Once-daily dosing with SPD503 in Children and Adolescents Aged 6-17 with ADHD",503-319 Ph3 China Study,III,Cancelled,,,,,Pediatric only (<18 yr),Interventional,,,,338,,,,,,,,20,,,TBD,,,,Bryan Dirks,,,,,,,,,,Medidata CTMS (Pharma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPD503-401,SPD503-401,'SPD503-401,,Intuniv (guanfacine hydrochloride),"A Phase 4, Multicenter, 2-part Study Composed of a 1-Year
Randomized, Double-blind, Parallel-group, Placebo-controlled,
Active-comparator, Dose-optimization Evaluation followed by a
1-Year Open-label Evaluation to Assess the Safety and Efficacy of
Guanfacine Hydrochloride Prolonged-release (SPD503) in Children
and Adolescents aged 6 to 17 Years with Attentiondeficit/
Hyperactivity Disorder","SPD503-401 Ped & Adlsc, Safety, OL",IV,Recruiting,(ADHD) Attention-deficit hyperactivity disorder,Others,Marketed Products,,Pediatric only (<18 yr),Interventional,Treatment,Prospective,Cohort,288,105,163,,50,105,42,36.46%,65,43,,IQVIA,,Dianne DeLucia,,,,,,,,,,,,Medidata CTMS (Pharma),,,2/6/2017,2/6/2017,2/8/2018,2/8/2018,,,9/18/2019,9/18/2019,10/28/2019,10/28/2019,,,3/23/2022,,,,4/8/2024,,,,,,,,,,,,5/6/2024,,,,,,,,,,5/20/2024,,,,,,,,,,,,,,6/4/2024,,,,,,,,,,8/5/2024,,,,,,,,,,,,,,,,8/30/2024,,,,,,,
SPD503-402,SPD503-402,'SPD503-402,,,SPD503-402,SPD503-402,IV,Study Withdrawn,ADHD,,,Non-Registry,,Non-Interventional_CDO Support,,,,999,,,,,0,,,999,,,,,,,,,,,,N,No,,,,COSMOS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPD503-501,SPD503-501,'SPD503-501,,,"A retrospective study of the characteristics, incremental resource use and cost of patients with complex ADHD",,IIIb,Completed,ADHD,,,Non-Registry,,Interventional,,,,1,0,0,0,0,0,0,0.00%,1,,,,,,,,,,,,N,No,,,,COSMOS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPD503-601,SPD503-601,'SPD503-601,,,"A Randomized, Single-Blind, Placebo-Controlled Study of Guanfacine Extended Release in Children and Adolescents with Autism and Comorbid ADHD",Study of Guanfacine ER with ADHD,IIIb,All Activities Closed,,,,,,Interventional,,,,1,,,,,,,,1,,,TBD,,,,,,,,,,,,,,Medidata CTMS (Pharma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPD503-602,SPD503-602,'SPD503-602,,,AN OPEN-LABEL PILOT STUDY OF GUANFACINE EXTENDED RELEASE FOR IMPULSIVE AGGRESSION IN ADHD CHILDREN WITH AND WITHOUT PTSD,,IIIb,Completed,ADHD,,,Non-Registry,,Interventional,,,,20,0,0,0,0,0,0,0.00%,1,,,,,,,,,,,,N,No,,,,COSMOS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPD503-604,SPD503-604,'SPD503-604,,,Study to Demonstrate that Guanfacine Strengthens Network Connectivity in Rat Prefrontal Cortex,,IIIb,Completed,ADHD,,,Non-Registry,,Interventional,,,,1,0,0,0,0,0,0,0.00%,1,,,,,,,,,,,,N,No,,,,COSMOS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPD503-606,SPD503-606,'SPD503-606,,,Electrophysiological Effects of Guanfacine Extended-Release (GXR) on Inhibitory Control in Children with Attention Deficit/Hyperactivity Disorder (ADHD),,IIIb,Completed,ADHD,,,Non-Registry,,Interventional,,,,1,0,0,0,0,0,0,0.00%,1,,,,,,,,,,,,N,No,,,,COSMOS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPD503-607,SPD503-607,'SPD503-607,,,"Sustained-Release Guanfacine, Language-Based Learning and ADHD",,IIIb,Completed,ADHD,,,Non-Registry,,Interventional,,,,20,0,0,0,0,0,0,0.00%,1,,,,,,,,,,,,N,No,,,,COSMOS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPD503-608,SPD503-608,'SPD503-608,,,"GXR in Non-Predatory Aggression: A Double-Blind, Placebo Controlled Study",,IIIb,Completed,ADHD,,,Non-Registry,,Interventional,,,,42,0,0,0,0,0,0,0.00%,1,,,,,,,,,,,,N,No,,,,COSMOS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPD503-609,SPD503-609,'SPD503-609,,,Testing the Validity of Emotional Symptoms in Youth with ADHD: Proposal for Analyses of Archival Data,,IIIb,Completed,ADHD,,,Non-Registry,,Interventional,,,,1,0,0,0,0,0,0,0.00%,1,,,,,,,,,,,,N,No,,,,COSMOS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPD503-610,SPD503-610,'SPD503-610,,,The effect of guanfacine extended-release on ADHD-associated insomnia,,IIIb,Completed,ADHD,,,Non-Registry,,Interventional,,,,40,0,0,0,0,0,0,0.00%,1,,,,,,,,,,,,N,No,,,,COSMOS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPD503-611,SPD503-611,'SPD503-611,,,Guanfacine in Children with Tourette Syndrome,,IIIb,Completed,ADHD,,,Non-Registry,,Interventional,,,,42,0,0,0,0,0,0,0.00%,1,,,,,,,,,,,,N,No,,,,COSMOS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPD503-612,SPD503-612,'SPD503-612,,,Effect of extended release guanfacine on working memory in children,,IIIb,Completed,ADHD,,,Non-Registry,,Interventional,,,,24,0,0,0,0,0,0,0.00%,1,,,,,,,,,,,,N,No,,,,COSMOS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPD503-613,SPD503-613,'SPD503-613,,,Neurobiological Basis of Response to Guanfacine Extended Release in Children and Adolescents with ADHD: an fMRI Study of Brain Activation Pre and Post Treatment,,IIIb,Completed,ADHD,,,Non-Registry,,Interventional,,,,30,0,0,0,0,0,0,0.00%,1,,,,,,,,,,,,N,No,,,,COSMOS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPD503-801,SPD503-801,'SPD503-801,,,SPD503-801 Growth and Maturation,SPD503-801 Growth/Maturation,IIIb,Completed,ADHD,,,Non-Registry,,Interventional,,,,"9,000",0,0,0,0,0,0,0.00%,1,,,United BioSource Corporation,,,,,,,,,N,No,,,,COSMOS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPD535-2xd,SPD535-2xd,'SPD535-2xd,,,Knee Replacement,SPD535-2xd Knee Replacement,II,Study Withdrawn,Essential Thrombocythemia,,,Non-Registry,,Interventional,Proof of Concept,,,156,0,0,0,0,0,0,0.00%,50,,,,,,,,,,,,N,No,,,,COSMOS Inactive,,,6/28/2011,,7/18/2011,,,,,,11/15/2011,,,,12/25/2012,,,,,,,,,,,,,,4/16/2013,,4/16/2013,,,,,,,,,,,,,,,,,,,,5/27/2013,,6/21/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPD535-2xe,SPD535-2xe,'SPD535-2xe,,,Phase II Carotid Endarterectomy,SPD535-2xe Carotid Endarterectomy,II,Study Withdrawn,Essential Thrombocythemia,,,Non-Registry,,Interventional,Proof of Concept,,,200,0,0,0,0,0,0,0.00%,30,,,,,,,,,,,,N,No,,,,COSMOS Inactive,,,6/28/2011,,7/18/2011,,,,,,11/15/2011,,,,8/21/2012,,,,,,,,,,,,,,11/13/2012,,11/13/2012,,,,,,,,,,,,,,,,,,,,12/24/2012,,1/18/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPD535-2xf,SPD535-2xf,'SPD535-2xf,,,Phase II Inflammatory Modulation,SPD535-2xf Inflammatory Modulation,II,Study Withdrawn,Essential Thrombocythemia,,,Non-Registry,,Interventional,Proof of Concept,,,100,0,0,0,0,0,0,0.00%,20,,,,,,,,,,,,N,No,,,,COSMOS Inactive,,,6/28/2011,,7/18/2011,,,,,,10/14/2011,,,,10/12/2012,,,,,,,,,,,,,,1/4/2013,,1/4/2013,,,,,,,,,,,,,,,,,,,,2/14/2013,,3/13/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPD535-2xg,SPD535-2xg,'SPD535-2xg,,,SPD535 in Sickle Cell Disease,SPD535-2xg Sickle Cell Disease,IIa,Study Withdrawn,Essential Thrombocythemia,,,Non-Registry,,Interventional,Proof of Concept,,,20,0,0,0,0,0,0,0.00%,1,,,,,,,,,,,,N,No,,,,COSMOS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPD535-101,SPD535-101,'SPD535-101,,,"A Phase 1, Randomised, PKPD, SAD study in healthy volunteers",SPD535-101 SAD,I,Completed,Essential Thrombocythemia,,,Non-Registry,,Interventional,First In Man (FIM),,,24,23,30,0,7,0,0,95.83%,1,,,Shire,,,,,,,,,N,No,,,,COSMOS Inactive,,,11/17/2008,11/17/2008,7/9/2009,7/9/2009,,,,,8/31/2009,8/31/2009,,,11/10/2009,11/10/2009,,,,,,,,,,,,,11/24/2009,11/24/2009,11/24/2009,12/22/2009,,,,,,,,,,,,,,,,,,,1/6/2010,1/6/2010,2/5/2010,2/5/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPD535-102,SPD535-102,'SPD535-102,,,"A Phase 1, Randomised, PKPD MAD study in healthy volunteers",SPD535-102 MAD,I,Completed,Essential Thrombocythemia,,,Non-Registry,,Interventional,Healthy Volunteers,,,84,79,193,0,0,0,0,94.05%,1,,,,"Jeff Dragone, Rachael Grose-Hodge",,,Geoff Brooks,,,,,N,No,,,,COSMOS Inactive,,,7/3/2008,11/17/2008,8/21/2009,8/21/2009,,,,,10/22/2009,10/22/2009,,,5/13/2010,5/13/2010,,,,,,,,,,,,,7/25/2010,7/25/2010,7/25/2010,9/28/2010,,,,,,,,,,,,,,,,,,,10/5/2010,10/5/2010,10/29/2010,12/3/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPD535-103,SPD535-103,'SPD535-103,,,Badimon Chamber,Badimon Chamber,I,Completed,Essential Thrombocythemia,,,Non-Registry,,Interventional,PK,,,12,15,37,0,0,0,0,125.00%,1,,,,"Jeff Dragone, Rachael Grose-Hodge",Richard Abbott,,Geoff Brooks,,,,,N,No,,,,COSMOS Inactive,,,11/6/2009,11/6/2009,2/26/2010,5/18/2010,,,,,8/18/2010,8/18/2010,,,10/25/2010,10/25/2010,,,,,,,,,,,,,1/28/2011,1/28/2011,1/28/2011,3/9/2011,,,,,,,,,,,,,,,,,,,3/21/2011,3/21/2011,7/1/2011,7/1/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPD535-104,SPD535-104,'SPD535-104,,,PK/PD in dialysis single dose,PK/PD in dialysis single dose,I,Completed,ESRD,,,Non-Registry,,Interventional,Single Dose,,,12,12,15,0,0,12,0,100.00%,1,,,,,,,,,,,,N,No,,,,COSMOS Inactive,,,10/14/2009,10/14/2009,12/10/2009,12/10/2009,,,,,3/24/2010,3/24/2010,,,6/6/2010,6/8/2010,,,,,,,,,,,,,7/3/2010,7/3/2010,7/3/2010,8/4/2010,,,,,,,,,,,,,,,,,,,8/11/2010,8/19/2010,9/10/2010,9/10/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPD535-105,SPD535-105,'SPD535-105,,,PK/PD in dialysis multi-dose,PK/PD in dialysis multiple dose,I,Completed,ESRD,,,Non-Registry,,Interventional,Pharmacodynamic,,,24,16,18,0,0,16,0,66.67%,1,,,,,Richard Abbott,,,,,,,N,No,,,,COSMOS Inactive,,,10/17/2009,10/17/2009,6/21/2010,6/21/2010,,,,,8/23/2010,8/23/2010,,,12/3/2010,12/3/2010,,,,,,,,,,,,,12/28/2010,12/28/2010,12/28/2010,2/9/2011,,,,,,,,,,,,,,,,,,,3/1/2011,3/1/2011,3/8/2011,3/8/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPD535-106,SPD535-106,'SPD535-106,,,Comparative Bioavailability,Comparative BA,I,Completed,Essential Thrombocythemia,,,Non-Registry,,Interventional,Bioavailability (BA),,,18,18,38,0,0,0,0,100.00%,1,,,,Jeff Long,Richard Abbott,,Geoff Brooks,,,,,N,No,,,,COSMOS Inactive,,,11/23/2009,11/23/2009,9/15/2010,9/15/2010,,,,,1/18/2011,1/18/2011,,,1/19/2011,1/19/2011,,,,,,,,,,,,,2/21/2011,2/21/2011,2/21/2011,3/29/2011,,,,,,,,,,,,,,,,,,,4/13/2011,4/13/2011,5/5/2011,5/5/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
